,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Income (per month),Hobbies_Count,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
1234,OD120602889842852000,G5M3R16,28-12-2020,Assam,Bijoynagar,Mobiles & Accessories,Mobiles,4.3,1,8299,7469,18%,Tier 3,11,0,Redmi,No,No,12,2020,Weekday,8.9185164,End,Male,Manager,Married,Prefer Not to Say,2,29,No,Tier_2,2,Yes
1235,OD120611709257109000,G5M3R16,29-12-2020,Assam,Bijoynagar,Home & Kitchen,Kitchen Appliances,4.4,1,13425,12425,18%,Tier 3,8,0,Samsung,No,No,12,2020,Weekday,9.427465851,End,Male,Manager,Married,Prefer Not to Say,2,29,No,Tier_2,2,Yes
1236,OD121906695166388000,G5M3R16,28-05-2021,West Bengal,Howrah,Building Materials and Supplies,Mobiles & Accessories,3.3,1,189,189,18%,Tier 3,0,0,Xceptional,No,2nd Wave,5,2021,Weekday,5.241747015,End,Male,Manager,Married,Prefer Not to Say,2,29,No,Tier_2,2,Yes
1237,OD122210481366889000,G5M3R16,07-02-2021,West Bengal,Durgapur,Automotive Accessories,Vehicle Utility Accessories,4.4,1,599,599,18%,Tier_2,0,0,Portronics,Yes,No,2,2021,Weekend,6.395261598,Beginning,Male,Manager,Married,Prefer Not to Say,2,29,No,Tier_2,2,Yes
1238,OD122227933132371000,G5M3R16,07-05-2021,West Bengal,Durgapur,Musical Instruments,Accessories,4.3,1,199,239,18%,Tier_2,0,21,PENNYCREEK,No,No,5,2021,Weekday,5.476463552,Beginning,Male,Manager,Married,Prefer Not to Say,2,29,No,Tier_2,2,Yes
1239,OD222043798649805000,G5M4R1,13-06-2021,Uttar Pradesh,Greater noida,Audio & Video,Headphones,3.9,1,1299,1299,18%,Tier 3,0,0,boAt,No,No,6,2021,Weekend,7.169350017,Mid,Male,Student,Not Married,Prefer Not to Say,2,18,No,Tier 3,0,No
1240,OD222914755814283000,G5M4R1,22-09-2021,Uttar Pradesh,Greater noida,Wearable Smart Devices,Smart Watches,4.3,1,1999,1999,18%,Tier 3,0,0,DIZO,No,No,9,2021,Weekday,7.600402335,End,Male,Student,Not Married,Prefer Not to Say,2,18,No,Tier 3,0,No
1241,OD221436343182904000,G5M4R1,04-04-2021,Uttar Pradesh,Greater noida,Health & Personal Care Appliances,Health Care,4.1,1,1299,1299,12%,Tier 3,0,0,Dr.,No,2nd Wave,4,2021,Weekend,7.169350017,Beginning,Male,Student,Not Married,Prefer Not to Say,2,18,No,Tier 3,0,No
1242,OD120676311903145000,G5M4R2,06-01-2021,Chandigarh,Chandigarh,Home Furnishing,Curtains & Accessories,4.7,1,1874,1874,12%,Tier_2,0,0,Swayam,No,2nd Wave,1,2021,Weekday,7.535830463,Beginning,Female,Engineer,Not Married,Prefer Not to Say,1,19,No,Tier 3,0,No
1243,OD120711416790757000,G5M4R2,10-01-2021,Chandigarh,Chandigarh,Clothing and Accessories,Winter Wear,4.4,1,624,624,5%,Tier_2,0,0,513,No,No,1,2021,Weekend,6.436150368,Mid,Female,Engineer,Not Married,Prefer Not to Say,1,19,No,Tier 3,0,No
1244,OD222415869873060000,G5M4R2,26-07-2021,Chandigarh,Chandigarh,Audio & Video,Headphones,4.1,1,999,999,18%,Tier_2,0,0,boAt,Yes,No,7,2021,Weekday,6.906754779,End,Female,Engineer,Not Married,Prefer Not to Say,1,19,No,Tier 3,0,No
1245,OD117783206492268000,G5M4R3,02-06-2020,Haryana,Mahendragarh,Gaming,Gaming Accessories,3.7,1,119,171,18%,Tier 3,0,44,Blendia,No,No,6,2020,Weekday,5.141663557,Beginning,Male,Student,Not Married,Prefer Not to Say,4,19,No,Tier 3,0,No
1246,OD115088798790223000,G5M4R3,31-03-2019,Haryana,Mahendragarh,Mobiles & Accessories,Mobiles,4.4,1,11990,11990,12%,Tier 3,0,0,OPPO,Yes,No,3,2019,Weekend,9.391828248,End,Male,Student,Not Married,Prefer Not to Say,4,19,No,Tier 3,0,No
1247,OD115089839555226000,G5M4R3,31-03-2019,Haryana,Mahendragarh,Watches,Wrist Watches,4.3,1,1397,1257,5%,Tier 3,11,0,Titan,Yes,No,3,2019,Weekend,7.136483209,End,Male,Student,Not Married,Prefer Not to Say,4,19,No,Tier 3,0,No
1248,OD117084137196633000,G5M4R4,17-11-2019,Haryana,Mahendragarh,Mobiles & Accessories,Mobile Accessories,4.1,1,289,329,12%,Tier 3,0,14,faybey,No,No,11,2019,Weekend,5.796057751,Mid,Male,Student ,Not Married,Prefer Not to Say,3,20,No,Tier 3,0,No
1249,OD117294158491108000,G5M4R5,11-12-2019,Rajasthan,Kota,Clothing and Accessories,Topwear,3.9,1,259,259,5%,Tier 3,0,14,KAY,No,No,12,2019,Weekday,5.556828062,Mid,Male,Student,Not Married,Prefer Not to Say,1,21,No,Tier 3,0,No
1250,OD117294158491108000,G5M4R5,11-12-2019,Rajasthan,Kota,Clothing and Accessories,Topwear,3.9,1,314,314,5%,Tier 3,0,12,KAY,No,No,12,2019,Weekday,5.749392986,Mid,Male,Student,Not Married,Prefer Not to Say,1,21,No,Tier 3,0,No
1251,OD119470558604902000,G5M4R6,19-08-2020,Haryana,Mahendragarh,Mobiles & Accessories,Mobiles,4.3,1,14990,14990,12%,Tier 3,0,0,OPPO,No,1st Wave,8,2020,Weekday,9.615138591,Mid,Male,Engineer,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier 3,0,No
1252,OD119589963484084000,G5M4R7,02-09-2020,Haryana,Mahendragarh,Beauty and Grooming,Hair Care and Accessory,4,1,138,178,12%,Tier 3,0,29,enzo,No,No,9,2020,Weekday,5.18178355,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,29,No,Tier 3,2,No
1253,OD119658255741032000,G5M4R7,10-09-2020,Haryana,Mahendragarh,Computers,Storage,4.1,1,1095,1095,18%,Tier 3,0,0,HP,No,1st Wave,9,2020,Weekday,6.998509642,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,29,No,Tier 3,2,No
1254,OD120296016703041000,G5M4R7,23-11-2020,Haryana,Mahendragarh,Audio & Video,Headphones,4.3,1,1999,1989,12%,Tier 3,1,0,OnePlus,No,No,11,2020,Weekday,7.595387279,End,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,29,No,Tier 3,2,No
1255,OD120456652138508000,G5M4R8,11-12-2020,Haryana,Mahendragarh,Home & Kitchen,Home Appliances,4.4,1,14999,13921,5%,Tier 3,8,0,Samsung,Yes,No,12,2020,Weekday,9.54115377,Mid,Female,Unemployed,Not Married,Prefer Not to Say,4,20,No,Tier_2,0,No
1256,OD120539347574168000,G5M4R9,21-12-2020,Uttar Pradesh,Noida,Wearable Smart Devices,Smart Bands,4.1,1,1299,1299,12%,Tier_2,0,0,Realme,No,No,12,2020,Weekday,7.169350017,End,Male,Student,Not Married,Prefer Not to Say,1,22,No,Tier_2,2,No
1257,OD120748435358687000,G5M4R10,14-01-2021,Uttar Pradesh,Rabupura,Mobiles & Accessories,Mobiles,4.3,1,7999,7999,18%,Tier 3,0,0,POCO,No,No,1,2021,Weekday,8.987071813,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",3,24,No,Tier_1,0,No
1258,OD120851442511323000,G5M4R11,26-01-2021,Rajasthan,Kota,Mobiles & Accessories,Mobiles,4.6,1,49999,49999,18%,Tier 3,0,0,Apple,Yes,No,1,2021,Weekday,10.81975828,End,Female,Student ,Not Married,Prefer Not to Say,1,19,No,Tier 3,0,No
1259,OD121346121013122000,G5M4R12,24-03-2021,Bihar,Kishanganj,Books,Books,4.3,1,450,515,0%,Tier 3,0,15,Set,No,2nd Wave,3,2021,Weekday,6.244166901,End,Male,Student,Not Married,"Rs. 2,00,000 and above",2,22,No,Tier_2,0,No
1260,OD121466343614848000,G5M4R13,07-04-2021,Rajasthan,Kota,Home & Kitchen,Kitchen Appliances,4.2,1,625,625,18%,Tier 3,0,0,Pigeon,No,No,4,2021,Weekday,6.43775165,Beginning,Male,Manager,Married,Prefer Not to Say,1,51,Yes,Tier 3,1,No
1261,OD121929639111646000,G5M4R13,31-05-2021,Haryana,Mahendragarh,Audio & Video,Headphones,4.3,1,599,599,12%,Tier 3,0,0,Realme,No,2nd Wave,5,2021,Weekday,6.395261598,End,Male,Manager,Married,Prefer Not to Say,1,51,Yes,Tier 3,1,No
1262,OD122653755779622000,G5M4R14,23-08-2021,Bihar,Sasaram,Pens & Stationery,Pens & Stationery,4.6,1,1230,1159,18%,Tier 3,6,0,CASIO,No,No,8,2021,Weekday,7.055312843,End,Male,Get ,Not Married,"Rs. 50,000 – 75,000",1,22,No,Tier 3,0,No
1263,OD122698133769248000,G5M4R15,28-08-2021,Chandigarh,Chandigarh,Footwear,Men's Footwear,4.3,1,2715,2665,18%,Tier_2,2,0,NIKE,No,No,8,2021,Weekend,7.887959337,End,Female,Teacher,Married,"Rs. 75,000 – 1,00,000",2,44,Yes,Tier 3,1,No
1264,OD219958723158920000,G5M4R16,15-10-2020,Uttar Pradesh,Rabupura,Books,Books,4.4,1,197,197,0%,Tier 3,0,0,Books,No,1st Wave,10,2020,Weekday,5.283203729,Mid,Male,Student,Not Married,Prefer Not to Say,2,20,No,Tier_2,0,No
1265,OD221232373195313000,G5M4R16,11-03-2020,Uttar Pradesh,Rabupura,Exercise & Fitness,Fitness Accessories,3.9,1,194,234,18%,Tier 3,0,21,Fitness,No,No,3,2020,Weekday,5.455321115,Mid,Male,Student,Not Married,Prefer Not to Say,2,20,No,Tier_2,0,No
1266,OD222475431914367000,G5M4R16,02-08-2021,Uttar Pradesh,Rabupura,Footwear,Women's Footwear,3.9,1,299,299,5%,Tier 3,0,0,RYAG,Yes,No,8,2021,Weekday,5.700443573,Beginning,Male,Student,Not Married,Prefer Not to Say,2,20,No,Tier_2,0,No
1267,OD222632767362373000,G5M4R16,20-08-2021,Uttar Pradesh,Rabupura,Mobiles & Accessories,Mobile Accessories,4.2,1,234,274,18%,Tier 3,0,18,Asprint,Yes,No,8,2021,Weekday,5.613128106,End,Male,Student,Not Married,Prefer Not to Say,2,20,No,Tier_2,0,No
1268,OD222905509668106000,G5M4R16,21-09-2021,Uttar Pradesh,Rabupura,Mobiles & Accessories,Mobile Accessories,4.8,1,499,499,18%,Tier 3,0,9,KARWAN,No,No,9,2021,Weekday,6.212606096,End,Male,Student,Not Married,Prefer Not to Say,2,20,No,Tier_2,0,No
1270,OD119016612912682000,G5M4R18,28-06-2020,Uttar Pradesh,Atraulia,Health & Personal Care Appliances,Health Care,4.1,1,590,635,18%,Tier 3,0,8,DR,No,1st Wave,6,2020,Weekend,6.453624999,End,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1271,OD120165912240689000,G5M4R18,08-11-2020,Uttar Pradesh,Atraulia,Clothing and Accessories,Winter Wear,4.1,1,588,588,5%,Tier 3,0,0,Tripr,No,1st Wave,11,2020,Weekend,6.376726948,Beginning,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1272,OD120528203415180000,G5M4R18,20-12-2020,Uttar Pradesh,Atraulia,Audio & Video,Headphones,4.2,1,299,299,18%,Tier 3,14,14,Realme,No,No,12,2020,Weekend,5.700443573,End,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1273,OD120705819718211000,G5M4R18,09-01-2021,Uttar Pradesh,Atraulia,Automotive Accessories,Vehicle Utility Accessories,3.5,1,255,295,5%,Tier 3,0,16,PVSTAR,No,No,1,2021,Weekend,5.686975356,Beginning,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1274,OD121181382201230000,G5M4R18,05-03-2021,Uttar Pradesh,Atraulia,Footwear,Men's Footwear,4.3,1,2399,2399,18%,Tier 3,0,0,Puma,Yes,2nd Wave,3,2021,Weekday,7.782807263,Beginning,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1275,OD121928327109359000,G5M4R18,31-05-2021,Uttar Pradesh,Atraulia,Sports,Cricket,3.2,1,322,322,5%,Tier 3,0,0,CEAT,No,2nd Wave,5,2021,Weekday,5.774551546,End,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1276,OD122032228135412000,G5M4R18,12-06-2020,Uttar Pradesh,Atraulia,Mobiles & Accessories,Mobile Accessories,4.1,1,179,179,12%,Tier 3,0,0,Cravation,No,No,6,2020,Weekday,5.187385806,Mid,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1277,OD122070261059636000,G5M4R18,16-06-2021,Uttar Pradesh,Atraulia,Mobiles & Accessories,Mobile Accessories,4.5,1,199,199,12%,Tier 3,0,0,Books,Yes,No,6,2021,Weekday,5.293304825,Mid,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1278,OD122207659567779000,G5M4R18,02-07-2021,Uttar Pradesh,Atraulia,Mobiles & Accessories,Mobile Accessories,4.1,1,179,179,12%,Tier 3,0,0,Saviyo,Yes,No,7,2021,Weekday,5.187385806,Beginning,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1279,OD121507696345426000,G5M4R18,12-04-2020,Uttar Pradesh,Atraulia,Clothing and Accessories,Topwear,4.118336545,1,278,278,5%,Tier 3,0,0,ROADSTER,No,No,4,2020,Weekend,5.627621114,Mid,Male,Student,Not Married,Prefer Not to Say,1,20,No,Tier 3,0,Yes
1280,OD222309425734912000,G5M4R19,14-07-2021,Delhi,New Delhi,"Bags, Wallets & Belts",Bags & Backpacks,3.7,1,459,499,0%,Tier_1,0,9,HP,No,No,7,2021,Weekday,6.212606096,Mid,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1281,OD116860747416479000,G5M4R19,22-10-2019,Haryana,Narwana,Mobiles & Accessories,Mobiles,4.4,1,6499,5850,12%,Tier 3,10,0,Redmi,No,No,10,2019,Weekday,8.67419694,End,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1282,OD120799016474738000,G5M4R19,20-01-2021,Haryana,Narwana,Mobiles & Accessories,Mobiles,4.3,1,7999,7499,18%,Tier 3,7,0,Redmi,No,No,1,2021,Weekday,8.922524957,End,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1283,OD120185457347049000,G5M4R19,10-11-2020,Haryana,Narwana,Mobiles & Accessories,Mobiles,4.2,1,6999,6299,18%,Tier 3,11,0,Realme,No,1st Wave,11,2020,Weekday,8.74814617,Mid,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1284,OD121897802453606000,G5M4R19,27-05-2021,Haryana,Kharkhoda,Mobiles & Accessories,Mobiles,4.2,1,23999,21499,18%,Tier 3,11,0,SAMSUNG,No,2nd Wave,5,2021,Weekday,9.975761701,End,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1285,OD116574460854121000,G5M4R19,19-09-2019,Haryana,Kurukshetra,Footwear,Men's Footwear,3.9,1,1606,1606,18%,Tier 3,0,0,Woodland,No,No,9,2019,Weekday,7.381501895,Mid,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1286,OD116487515960059000,G5M4R19,09-09-2019,Haryana,Kurukshetra,Footwear,Men's Footwear,3.8,1,899,899,5%,Tier 3,0,0,Lotto,No,No,9,2019,Weekday,6.801283034,Beginning,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
1287,OD121006603767521000,G5M4R20,13-02-2021,Haryana,Mahendragarh,"Bags, Wallets & Belts",Bags & Backpacks,4,1,959,959,18%,Tier 3,0,0,Skybags,Yes,No,2,2021,Weekend,6.865891075,Mid,Female,Student,Not Married,Prefer Not to Say,2,21,No,Tier 3,0,No
1288,OD222445164083725000,G5M4R20,30-07-2021,Haryana,Mahendragarh,Home Improvement,Tools and Measuring Equipment,3.9,1,1035,1035,18%,Tier 3,0,0,BUILDSKILL,No,No,7,2021,Weekday,6.942156706,End,Female,Student,Not Married,Prefer Not to Say,2,21,No,Tier 3,0,No
1289,OD119355597722352000,G5M4R20,06-08-2020,Haryana,Mahendragarh,Computers,Laptops,4.2,1,52990,52990,18%,Tier 3,0,0,HP,No,1st Wave,8,2020,Weekday,10.8778585,Beginning,Female,Student,Not Married,Prefer Not to Say,2,21,No,Tier 3,0,No
1290,OD122840748895460000,G5M4R21,13-09-2021,Chandigarh,Chandigarh,Pens & Stationery,"Bags, Wallets & Belts",4,1,269,309,18%,Tier_2,0,15,"SLEEK,",No,No,9,2021,Weekday,5.733341277,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1291,OD119295953881338000,G5M4R21,30-07-2020,Madhya Pradesh,Soyatkalan,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,899,899,18%,Tier 3,0,0,Syska,No,1st Wave,7,2020,Weekday,6.801283034,End,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1292,OD222586577904045000,G5M4R21,15-08-2021,Madhya Pradesh,Soyatkalan,"Bags, Wallets & Belts",Luggage & Travel,4.6,1,3299,3299,18%,Tier 3,0,0,United,No,No,8,2021,Weekend,8.101374671,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1293,OD222243463003201000,G5M4R21,06-07-2021,Madhya Pradesh,Soyatkalan,"Bags, Wallets & Belts",Luggage & Travel,4.2,1,2699,2564,18%,Tier 3,6,0,SAFARI,No,No,7,2021,Weekday,7.849323818,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1294,OD221145673609966000,G5M4R21,01-03-2021,Madhya Pradesh,Soyatkalan,Clothing and Accessories,Health Care,3.7,1,190,190,5%,Tier 3,0,0,ZYLOCARE,Yes,No,3,2021,Weekday,5.247024072,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1295,OD221145673609966000,G5M4R21,01-03-2021,Madhya Pradesh,Soyatkalan,Beauty and Grooming,Body & Face Skin Care,4,1,169,169,12%,Tier 3,0,0,GREEN,Yes,No,3,2021,Weekday,5.129898715,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1296,OD221145673609966000,G5M4R21,01-03-2021,Madhya Pradesh,Soyatkalan,Clothing and Accessories,Innerwear and Swimwear,3.2,1,269,269,12%,Tier 3,0,0,Svello,Yes,No,3,2021,Weekday,5.59471138,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1297,OD219994654440327000,G5M4R21,19-10-2020,Madhya Pradesh,Soyatkalan,Beauty and Grooming,Hair Care and Accessory,3.6,1,320,361,18%,Tier 3,0,13,Rizi,Yes,1st Wave,10,2020,Weekday,5.888877958,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1298,OD219994654440327000,G5M4R21,19-10-2020,Madhya Pradesh,Soyatkalan,Exercise & Fitness,Fitness Equipment,3.9,1,239,199,12%,Tier 3,17,0,Manogyam,Yes,1st Wave,10,2020,Weekday,5.293304825,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1299,OD119225590838417000,G5M4R21,22-07-2020,Madhya Pradesh,Soyatkalan,Home & Kitchen,Home Appliances,4.2,1,4899,4899,18%,Tier 3,0,0,Luminous,No,1st Wave,7,2020,Weekday,8.496786382,End,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",2,22,No,Tier_1,0,Yes
1300,OD222943938027582000,G5M4R22,25-09-2021,Madhya Pradesh,Bhopal,Clothing and Accessories,Topwear,4.5,1,269,228,5%,Tier_2,16,0,JOCKEY,No,No,9,2021,Weekend,5.429345629,End,Female,Dancer,Not Married,"Rs. 1,00, 000 – 1,50,000",3,21,No,Tier 3,0,No
1301,OD116672370261769001,G5M5R1,27-04-2020,Maharashtra,Mumbai,Audio & Video,Headphones,3.5,1,1658,1658,5%,Tier_1,0,0,Allmusic,No,1st Wave,4,2020,Weekday,7.413367336,End,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1302,OD116672370261769002,G5M5R1,06-02-2020,Maharashtra,Mumbai,Mobiles & Accessories,Mobiles,4.3,1,14999,14999,5%,Tier_1,0,0,SAMSUNG,No,1st Wave,2,2020,Weekday,9.615738811,Beginning,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1303,OD116672370261769003,G5M5R1,19-06-2020,Maharashtra,Mumbai,Audio & Video,Speakers,4.4,1,10890,10890,5%,Tier_1,0,0,boAt,No,1st Wave,6,2020,Weekday,9.295600216,Mid,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1304,FAD30X2100074234,G5M5R1,10-07-2020,Maharashtra,Mumbai,Gaming,Gaming Accessories,3.7,1,996,996,5%,Tier_1,0,0,LipiWorld,No,1st Wave,7,2020,Weekday,6.903747258,Mid,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1305,OD116672370261769006,G5M5R1,25-12-2020,Maharashtra,Mumbai,Computers,Laptop Accessories,4.4,1,1990,1990,5%,Tier_1,0,0,Logitech,No,No,12,2020,Weekday,7.595889918,End,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1306,OD116672370261769004,G5M5R1,13-07-2020,Maharashtra,Mumbai,Computers,Network Components,4.3,1,549,549,5%,Tier_1,0,0,D-Link,No,1st Wave,7,2020,Weekday,6.308098442,Mid,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",2,49,Yes,Tier_1,1,No
1307,OD116672370261769007,G5M5R2,03-10-2021,Maharashtra,Nashik,Books,Books,4.4,1,643,643,5%,Tier_2,0,0,Ikigai,No,No,10,2021,Weekend,6.466144724,Beginning,Male,Teacher,Married,"Rs. 25,000 – 50,000",2,46,Yes,Tier_2,1,No
1308,OD116672370261769008,G5M5R2,28-03-2021,Maharashtra,Nashik,Books,Other Books,4.3,1,734,734,5%,Tier_2,0,0,Jave,No,2nd Wave,3,2021,Weekend,6.598509029,End,Male,Teacher,Married,"Rs. 25,000 – 50,000",2,46,Yes,Tier_2,1,No
1309,OD116672370261769010,G5M5R3,08-09-2020,Maharashtra,Nashik,Beauty and Grooming,Fragrances,4.3,1,1811,1811,5%,Tier_2,0,0,Yardley,Yes,1st Wave,9,2020,Weekday,7.501634458,Beginning,Female,Manager,Not Married,Prefer Not to Say,3,31,No,Tier_2,2,No
1310,OD116672371769010,G5M5R3,16-02-2021,Maharashtra,Nashik,Clothing and Accessories,Automotive Accessories,4.1,1,2604,2604,5%,Tier_2,0,0,Latest,Yes,No,2,2021,Weekday,7.864804003,Mid,Female,Manager,Not Married,Prefer Not to Say,3,31,No,Tier_2,2,No
1311,OD116672370261769009,G5M5R3,18-05-2020,Maharashtra,Nashik,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.2,1,2610,2610,5%,Tier_2,0,0,Women,No,1st Wave,5,2020,Weekday,7.8671055,Mid,Female,Manager,Not Married,Prefer Not to Say,3,31,No,Tier_2,2,No
1312,OD11667237123469010,G5M5R4,22-09-2021,Maharashtra,Nashik,Mobiles & Accessories,Mobiles,3.5,1,9998,9998,5%,Tier_2,0,0,OPPO,No,No,9,2021,Weekday,9.210140352,End,Male,Customer Service Executive,Not Married,"Rs. 50,000 – 75,000",4,29,No,Tier_2,2,No
1313,OD116672323469010,G5M5R5,06-01-2020,Maharashtra,Pune,Clothing and Accessories,Topwear,3.7,1,4167,4167,5%,Tier_1,0,0,Men,No,1st Wave,1,2020,Weekday,8.334951631,Beginning,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",4,43,Yes,Tier_1,1,No
1314,OD1166722469010,G5M5R5,07-06-2020,Maharashtra,Pune,Computers,Laptop Accessories,4.8,1,757,757,5%,Tier_1,0,0,FineArts,No,1st Wave,6,2020,Weekend,6.629363253,Beginning,Male,Engineer,Married,"Rs. 75,000 – 1,00,000",4,43,Yes,Tier_1,1,No
1315,OD117544666400760000,G6M1R1,01-09-2020,Uttar Pradesh,Ghaziabad,Footwear,Women's Footwear,4.3,1,559,559,5%,Tier_2,0,0,Bata,No,No,9,2020,Weekday,6.326149473,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",4,25,No,Tier_2,2,No
1316,OD118149306075084000,G6M1R1,19-03-2020,Uttar Pradesh,Ghaziabad,Home Entertainment,Televisions,4.4,1,15999,14499,28%,Tier_2,10,0,Vu,No,No,3,2020,Weekday,9.581834961,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",4,25,No,Tier_2,2,No
1317,OD119967733416903000,G6M1R1,16-10-2020,Uttarakhand,Haridwar,Mobiles & Accessories,Mobiles,4.4,1,19990,18240,18%,Tier 3,9,0,LG,No,1st Wave,10,2020,Weekday,9.811372264,Mid,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",4,25,No,Tier_2,2,No
1318,OD121690071247551000,G6M1R1,05-03-2021,Uttar Pradesh,Ghaziabad,Beauty and Grooming,Body & Face Skin Care,4,1,170,170,18%,Tier_2,24,24,BEARDO,Yes,2nd Wave,3,2021,Weekday,5.135798437,Beginning,Male,Engineer,Not Married,"Rs. 25,000 – 50,000",4,25,No,Tier_2,2,No
1319,OD116686190626163000,G6M1R2,10-02-2019,Delhi,Laxmi nagar,"Bags, Wallets & Belts",Bags & Backpacks,4.2,1,1220,1220,18%,Tier_1,0,0,American,Yes,No,2,2019,Weekend,7.106606138,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
1320,OD116704703998206000,G6M1R2,10-04-2019,Delhi,Laxmi nagar,Clothing and Accessories,Bottomwear,3.6,1,729,729,5%,Tier_1,0,0,Numero,Yes,No,4,2019,Weekday,6.591673732,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
1321,OD119203726143223000,G6M1R2,19-07-2020,Delhi,Laxmi nagar,Audio & Video,Headphones,4.3,2,1148,1148,18%,Tier_1,0,0,boAt,No,1st Wave,7,2020,Weekend,7.045776577,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
1322,OD120003734345222000,G6M1R2,20-10-2020,Delhi,Laxmi nagar,Health & Personal Care Appliances,Health Care,4.2,1,999,949,18%,Tier_1,6,0,Dr.,Yes,1st Wave,10,2020,Weekday,6.855408799,End,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
1323,OD120124034343730000,G6M1R2,11-03-2020,Delhi,Laxmi nagar,Mobiles & Accessories,Mobiles,4.4,1,24990,24990,18%,Tier_1,0,0,LG,Yes,No,3,2020,Weekday,10.12623102,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
1324,OD121268822464243000,G6M1R2,15-03-2021,Delhi,Laxmi nagar,Exercise & Fitness,Fitness Accessories,3.5,1,203,203,18%,Tier_1,0,0,Quinergys,No,No,3,2021,Weekday,5.313205979,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,25,No,Tier 3,2,Yes
