,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,Covid,City_Tier,Discount%,Delivery Fee%,Sale,Brand,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,"In most ways, my life is close to my ideal",The Conditions in my life are excellent.,"So far, I have got the important things I want in my life","If I could live my life over, I would change almost nothing",Many people have directly or indirectly contributed to my progress in life,I feel good when I co-operate with others,"When making a decision, I take other people's needs and feelings into account.","It is my duty to take care of my family, even when I have to sacrifice what I want.",Honesty is important to achieve success,Social inequalities bother me,What I am today is solely because of my hard work and talent,People should keep their troubles to themselves,It is important that I do my job better than others,Winning is everything,I don’t worry about others as long as I am happy,It upsets me when my work is not recognized by others,Traditional values are important for me,I plan for the long-term,I am willing to give up today’s fun for future success,I believe persistence is key to success,Saving money is important to me,It is okay to use shortcuts to get what you want,I like to get quick results,I would rather spend money today than save for future,"When my routine is disturbed, it upsets me","I admire people who own expensive homes, cars, and clothes",The things I own say a lot about how well I’m doing in life,I aspire a luxurious and comfortable lifestyle,My life would be better if I owned certain things I don’t have,I’d be happier if I could afford to buy more things,I don’t pay much attention to the material objects other people own,I usually buy only the things I need,I have all the things I really need to enjoy life,My happiness does not depend on things I own,There is a higher purpose to life than comfort and luxury,I believe success in life does not mean becoming rich,I segregate waste before its disposal,I try to conserve water,I try to educate people I know about climate change,I sign petitions related to environmental issues,I try to conserve electricity,I walk/cycle/use public transport to save fuel,Age,has_child,Lives_in_city_tier
1543,OD119650749952661000,G6M2R14,2020-09-09,Uttar Pradesh,Banda,Home Furnishing,Bed Linen & Blankets,3.6,1,258.0,258.0,5%,1st Wave,Tier 3,0,0,Yes,Tanish,9,2020,Weekday,5.552959584921617,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1544,OD119736229941080000,G6M2R14,2020-09-19,Uttar Pradesh,Banda,Mobiles & Accessories,Mobiles,4.2,1,10498.0,9448.0,18%,1st Wave,Tier 3,11,0,Yes,Samsung,9,2020,Weekend,9.153558357877198,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1545,OD119795974522886000,G6M2R14,2020-09-26,Uttar Pradesh,Banda,Beauty and Grooming,Bath & Shower,4.6,1,211.0,211.0,18%,1st Wave,Tier 3,19,19,Yes,Fiama,9,2020,Weekend,5.351858133476067,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1546,OD119922484361512000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Home Decor,Stickers & Wallpapers,4.2,1,84.0,84.0,18%,1st Wave,Tier 3,48,48,Yes,Aquire,10,2020,Weekend,4.430816798843313,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1547,OD119922969507313000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Footwear,Women's Footwear,4.4,1,1198.0,1198.0,18%,1st Wave,Tier 3,0,0,Yes,Nike,10,2020,Weekend,7.088408778675395,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1548,OD119925331398611000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Clothing and Accessories,Topwear,4.1,1,287.0,287.0,5%,1st Wave,Tier 3,14,14,Yes,Harpa,10,2020,Weekend,5.659482215759621,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1549,OD119933943158019000,G6M2R14,2020-10-12,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,4.3,1,363.0,363.0,5%,1st Wave,Tier 3,12,12,No,People,10,2020,Weekday,5.8944028342648505,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1550,OD119944315150760000,G6M2R14,2020-10-13,Uttar Pradesh,Banda,Computers,Laptop Accessories,4.1,1,176.0,176.0,18%,1st Wave,Tier 3,23,23,Yes,Zebronics,10,2020,Weekday,5.170483995038151,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1551,OD119960434709562000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Audio & Video,Headphones,3.9,1,799.0,799.0,18%,1st Wave,Tier 3,0,0,Yes,boAt,10,2020,Weekday,6.683360945766275,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1552,OD119963043111204000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Clothing and Accessories,Winter Wear,3.5,1,114.0,108.0,5%,1st Wave,Tier 3,41,36,Yes,Only,10,2020,Weekday,4.68213122712422,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1553,OD119963073293066000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Clothing and Accessories,Winter Wear,4.2,1,245.0,208.0,5%,1st Wave,Tier 3,32,17,Yes,Provogue,10,2020,Weekday,5.337538079701318,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1554,OD120015456153809000,G6M2R14,2020-10-21,Uttar Pradesh,Banda,Home Decor,"Diyas, Candles & Holders",3.9,1,219.0,219.0,12%,1st Wave,Tier 3,19,19,Yes,Flipkart,10,2020,Weekday,5.389071729816501,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1555,OD120040861480548000,G6M2R14,2020-10-24,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,3.5,1,449.0,449.0,5%,1st Wave,Tier 3,0,0,Yes,VS3,10,2020,Weekend,6.1070228877422545,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1556,OD120282484462579000,G6M2R14,2020-11-21,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,3.1,1,799.0,799.0,5%,1st Wave,Tier 3,0,0,Yes,VS3,11,2020,Weekend,6.683360945766275,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1557,OD120307819706181000,G6M2R14,2020-11-24,Uttar Pradesh,Banda,Footwear,Women's Footwear,3.9,1,384.0,384.0,5%,1st Wave,Tier 3,0,0,Yes,Elegandra,11,2020,Weekday,5.950642552587727,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1558,OD120325270839000000,G6M2R14,2020-11-26,Uttar Pradesh,Banda,Footwear,Men's Footwear,4.2,1,999.0,999.0,5%,1st Wave,Tier 3,0,0,Yes,Bata,11,2020,Weekday,6.906754778648554,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1559,OD120325290768610000,G6M2R14,2020-11-26,Uttar Pradesh,Banda,Footwear,Men's Footwear,4.0,1,499.0,499.0,5%,1st Wave,Tier 3,0,0,Yes,Zixer,11,2020,Weekday,6.212606095751519,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1560,OD120521626505129000,G6M2R14,2020-12-19,Uttar Pradesh,Banda,Home & Kitchen,Home Appliances,4.1,1,1049.0,1049.0,18%,No,Tier 3,0,0,No,Orpat,12,2020,Weekend,6.955592608396297,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1561,OD121594213846810000,G6M2R14,2021-04-22,Uttar Pradesh,Banda,Home Furnishing,Curtains & Accessories,4.2,1,449.0,449.0,5%,2nd Wave,Tier 3,9,9,Yes,Home,4,2021,Weekday,6.1070228877422545,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1562,OD121644049680437000,G6M2R14,2021-04-28,Uttar Pradesh,Banda,Wearable Smart Devices,Smart Bands,4.3,1,2499.0,2499.0,18%,2nd Wave,Tier 3,0,0,Yes,OnePlus,4,2021,Weekday,7.823645930834952,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1563,OD121851383975848000,G6M2R14,2021-05-22,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.8,1,266.0,252.0,5%,2nd Wave,Tier 3,21,16,Yes,Anand,5,2021,Weekend,5.529429087511423,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1564,OD121851495126830000,G6M2R14,2021-05-22,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.9,1,375.0,356.0,5%,2nd Wave,Tier 3,16,11,Yes,vaamsi,5,2021,Weekend,5.87493073085203,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1565,OD121793571309966000,G6M2R14,2021-05-15,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.4,1,299.0,284.0,5%,2nd Wave,Tier 3,19,14,Yes,Anand,5,2021,Weekend,5.648974238161206,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1566,OD121982209823786000,G6M2R14,2021-06-06,Uttar Pradesh,Banda,"Kitchen, Cookware & Serveware",Cookware,3.5,1,260.0,260.0,12%,No,Tier 3,0,0,Yes,Kitchen,6,2021,Weekend,5.560681631015528,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1567,OD222502622600841000,G6M2R14,2021-08-05,Uttar Pradesh,Banda,"Kitchen, Cookware & Serveware",Cookware,4.3,1,1313.0,1247.0,12%,No,Tier 3,6,0,Yes,Prestige,8,2021,Weekday,7.1284959456800365,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1568,OD222508713421419000,G6M2R14,2021-08-06,Uttar Pradesh,Banda,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.2,1,719.0,647.0,5%,No,Tier 3,11,0,Yes,ARMAAN,8,2021,Weekday,6.472346294500901,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1569,OD222508720424921000,G6M2R14,2021-08-06,Uttar Pradesh,Banda,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.0,1,286.0,286.0,5%,No,Tier 3,0,0,Yes,MAAN,8,2021,Weekday,5.655991810819852,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2.0,very often,5.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,24.0,No,Tier 3
1570,OD222287848793772000,G6M2R15,2021-07-11,Haryana,Gurugram,Footwear,Women's Footwear,4.8,1,320.0,320.0,5%,No,Tier_2,0,0,Yes,Forever,7,2021,Weekend,5.768320995793772,Mid,Male,Software Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,27.0,No,Tier 3
1571,OD222287869380181000,G6M2R15,2021-07-11,Haryana,Gurugram,Computers,Computer Peripherals,4.2,1,229.0,194.0,5%,No,Tier_2,33,18,Yes,Syska,7,2021,Weekend,5.267858159063328,Mid,Male,Software Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,27.0,No,Tier 3
1572,OD121268350703672000,G6M2R15,2021-03-15,Delhi,New Delhi,"Bags, Wallets & Belts",Handbags & Clutches,4.3,1,299.0,299.0,12%,No,Tier_1,0,0,Yes,Exotic,3,2021,Weekday,5.700443573390687,Mid,Male,Software Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,27.0,No,Tier 3
1573,OD121458095250474000,G6M2R15,2021-04-06,Delhi,New Delhi,"Kitchen, Cookware & Serveware","Lunch Boxes, Bottles and Flasks",3.3,1,179.0,161.0,12%,2nd Wave,Tier_1,11,0,Yes,Familia,4,2021,Weekday,5.081404364984463,Beginning,Male,Software Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,27.0,No,Tier 3
1574,OD120081183708618000,G6M2R15,2020-10-29,Uttar Pradesh,Hamirpur,Mobiles & Accessories,Mobiles,3.7,1,11999.0,10999.0,18%,1st Wave,Tier_2,9,0,Yes,Realme,10,2020,Weekday,9.305559638557117,End,Male,Software Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,27.0,No,Tier 3
1575,OD222753959297767000,G6M3R01,2021-09-03,Madhya Pradesh,UdaiPur,Audio & Video,Headphones,4.2,1,1399.0,1399.0,18%,No,Tier 3,0,0,Yes,boAt,9,2021,Weekday,7.243512974665482,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1576,OD222388922490556000,G6M3R01,2021-07-23,Madhya Pradesh,UdaiPur,Computers,Laptop Accessories,3.7,1,299.0,299.0,5%,No,Tier 3,0,0,Yes,FineArts,7,2021,Weekday,5.700443573390687,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1577,OD222166812270824000,G6M3R01,2021-06-27,Madhya Pradesh,UdaiPur,Pens & Stationery,Pens & Stationery,4.3,1,359.0,359.0,12%,No,Tier 3,0,0,Yes,PARKER,6,2021,Weekend,5.883322388488279,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
