,index,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,Collectiv,Life_Satsif,Indiv,LongTermOri,ShortTermOri,Materialism,Spiritualism,EnvBehav,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
1495,1504,OD220901769479033000,G6M2R9,2021-02-01,Uttar Pradesh,Farrukhabad,Books,Books,4.8,1,143.0,143.0,0%,Tier 3,0,0,Book:,Yes,No,2,2021,Weekday,4.962844630259907,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,Any Other,Yes,everyday,Yes,everyday,Always,1,Always,High,High,High,High,High,High,High,High,26,No,Tier_2,2,No
1496,1505,OD221444908920044000,G6M2R9,2021-04-05,Uttar Pradesh,Baghpat,Automotive Accessories,Helmets and Riding Gear,3.9,1,321.0,321.0,5%,Tier 3,0,0,Probiker,Yes,2nd Wave,4,2021,Weekday,5.771441123130016,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,Any Other,Yes,everyday,Yes,everyday,Always,1,Always,High,High,High,High,High,High,High,High,26,No,Tier_2,2,No
1497,1506,OD221449230006183000,G6M2R9,2021-04-05,Uttar Pradesh,Baghpat,Mobiles & Accessories,Mobile Accessories,4.1,1,144.0,129.0,18%,Tier 3,11,0,Flipkart,Yes,2nd Wave,4,2021,Weekday,4.859812404361672,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,Any Other,Yes,everyday,Yes,everyday,Always,1,Always,High,High,High,High,High,High,High,High,26,No,Tier_2,2,No
1498,1507,OD221695892258382000,G6M2R10,2021-05-04,Uttar Pradesh,Noida,Mobiles & Accessories,Mobile Accessories,4.1,1,149.0,149.0,18%,Tier_2,27,27,Ambrane,No,2nd Wave,5,2021,Weekday,5.003946305945459,Beginning,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Very Often,3,Always,Low,High,High,High,High,Low,High,High,25,No,Tier 3,2,No
1499,1508,OD221741333857303000,G6M2R10,2021-05-09,Uttar Pradesh,Noida,Industrial & Scientific Supplies,Building Materials and Supplies,4.3,1,369.0,350.0,18%,Tier_2,16,11,Flipkart,No,No,5,2021,Weekend,5.857933154483459,Beginning,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Very Often,3,Always,Low,High,High,High,High,Low,High,High,25,No,Tier 3,2,No
1500,1509,OD221826036440755000,G6M2R10,2021-05-19,Uttar Pradesh,Noida,Computers,Laptop Accessories,4.4,1,449.0,449.0,18%,Tier_2,0,0,HP,No,2nd Wave,5,2021,Weekday,6.1070228877422545,Mid,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Very Often,3,Always,Low,High,High,High,High,Low,High,High,25,No,Tier 3,2,No
1501,1510,OD222400076167846000,G6M2R10,2021-07-24,Uttar Pradesh,Noida,Home Improvement,Lawn and Gardening,4.1,1,149.0,137.0,18%,Tier_2,35,27,Pigeon,No,No,7,2021,Weekend,4.919980925828125,End,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Very Often,3,Always,Low,High,High,High,High,Low,High,High,25,No,Tier 3,2,No
1502,1511,OD222645593229463000,G6M2R10,2021-08-22,Karnataka,Bengaluru,Kids Accessories,School Supplies,4.0,1,425.0,425.0,18%,Tier_1,0,0,Browner,No,No,8,2021,Weekend,6.052089168924417,End,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Very Often,3,Always,Low,High,High,High,High,Low,High,High,25,No,Tier 3,2,No
1503,1512,OD117966076693837000,G6M2R11,2020-02-27,Delhi,New Delhi,Clothing and Accessories,Clothing Accessories,4.3,1,349.0,349.0,5%,Tier_1,0,0,Allen,No,No,2,2020,Weekday,5.855071922202427,End,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1504,1513,OD118533748220039000,G6M2R11,2020-05-03,Uttar Pradesh,Farrukhabad,Food Products,Artificial Sweetener,4.5,1,142.0,182.0,18%,Tier 3,0,29,Sugar,No,No,5,2020,Weekend,5.204006687076795,Beginning,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1505,1514,OD118614153286784000,G6M2R11,2020-05-12,Uttar Pradesh,Farrukhabad,Audio & Video,Headphones,4.2,1,549.0,549.0,18%,Tier 3,0,0,boAt,No,No,5,2020,Weekday,6.3080984415095305,Mid,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1506,1515,OD118865479030384000,G6M2R11,2020-06-10,Delhi,New Delhi,Beauty and Grooming,Shaving & Beard Care,4.3,1,196.0,236.0,18%,Tier_1,0,21,Gillette,No,1st Wave,6,2020,Weekday,5.4638318050256105,Mid,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1507,1516,OD118894795054066000,G6M2R11,2020-06-14,Uttar Pradesh,Farrukhabad,Beauty and Grooming,Body & Face Skin Care,4.1,1,165.0,210.0,12%,Tier 3,28,0,Cipla,No,1st Wave,6,2020,Weekend,5.3471075307174685,Mid,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1508,1517,OD119233944365773000,G6M2R11,2020-07-23,Maharashtra,Jalgaon,Food Products,Food Products,4.2,1,429.0,429.0,18%,Tier_2,0,0,Cadbury,No,1st Wave,7,2020,Weekday,6.061456918928017,End,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1509,1518,OD119477580970355000,G6M2R11,2020-08-20,Uttar Pradesh,Farrukhabad,Health & Personal Care Appliances,Health Care,4.2,1,625.0,625.0,12%,Tier 3,0,0,Dr.,No,1st Wave,8,2020,Weekday,6.437751649736401,End,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1510,1519,OD119641681509973000,G6M2R11,2020-09-08,Uttar Pradesh,Farrukhabad,Food Products,Tea Powder,4.4,1,425.0,465.0,5%,Tier 3,0,10,Lipton,Yes,1st Wave,9,2020,Weekday,6.142037405587356,Beginning,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1511,1520,OD120005276165971000,G6M2R11,2020-10-20,Uttar Pradesh,Farrukhabad,Home Furnishing,Kitchen & Table Linen,3.8,1,389.0,389.0,5%,Tier 3,0,0,Fabfurn,Yes,1st Wave,10,2020,Weekday,5.963579343618446,End,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1512,1521,OD120101043754484000,G6M2R11,2020-10-31,Uttar Pradesh,Farrukhabad,Pens & Stationery,Pens & Stationery,4.6,1,1230.0,1230.0,18%,Tier 3,0,0,Casio,Yes,No,10,2020,Weekend,7.114769448366463,End,Female,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,Low,Low,23,No,Tier 3,2,Yes
1513,1522,OD117103433865372000,G6M2R12,2019-11-19,Uttar Pradesh,Unnao,Books,Books,4.4,1,100.0,230.0,0%,Tier 3,0,130,SUPPLEMENT,No,No,11,2019,Weekday,5.438079308923196,Mid,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1514,1523,OD118025382503963000,G6M2R12,2020-03-05,Uttar Pradesh,Kanpur,Mobiles & Accessories,Mobiles,2.4,1,37469.0,37469.0,12%,Tier_2,0,0,OnePlus,No,1st Wave,3,2020,Weekday,10.53126920341452,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1515,1524,OD118078351427626000,G6M2R12,2020-03-11,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobile Accessories,4.3,1,249.0,249.0,18%,Tier 3,0,0,Flipkart,Yes,No,3,2020,Weekday,5.517452896464707,Mid,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1516,1525,OD118549746847411000,G6M2R12,2020-05-05,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobiles,4.4,1,15999.0,15999.0,18%,Tier 3,0,0,Realme,No,1st Wave,5,2020,Weekday,9.680281499268713,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1517,1526,OD118567766213972000,G6M2R12,2020-05-07,Uttar Pradesh,Unnao,"Kitchen, Cookware & Serveware",Cookware,4.0,1,949.0,949.0,12%,Tier 3,0,0,Prestige,No,1st Wave,5,2020,Weekday,6.855408798609928,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1518,1527,OD118588113845533000,G6M2R12,2020-05-09,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobiles,4.4,1,8999.0,8999.0,18%,Tier 3,0,0,Redmi,No,1st Wave,5,2020,Weekend,9.104868739033948,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1519,1528,OD118589033607853000,G6M2R12,2020-05-09,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobile Accessories,3.7,1,198.0,198.0,18%,Tier 3,0,0,Onlite,No,1st Wave,5,2020,Weekend,5.288267030694535,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1520,1529,OD118648798035800000,G6M2R12,2020-05-16,Uttar Pradesh,Unnao,Audio & Video,Headphones,3.0,1,1799.0,1799.0,18%,Tier 3,0,0,Realme,No,1st Wave,5,2020,Weekend,7.4949862339505335,Mid,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1521,1530,OD119505438603585000,G6M2R12,2020-08-23,Uttar Pradesh,Unnao,Automotive Accessories,Vehicle Utility Accessories,4.4,1,499.0,474.0,18%,Tier 3,14,9,boAt,No,1st Wave,8,2020,Weekend,6.161207321695077,End,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1522,1531,OD120175728155479000,G6M2R12,2020-11-09,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobiles,4.3,1,7499.0,6749.0,18%,Tier 3,11,0,POCO,No,1st Wave,11,2020,Weekday,8.817149624743406,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1523,1532,OD121685500900628000,G6M2R12,2021-05-03,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobiles,4.3,1,8999.0,8999.0,18%,Tier 3,0,0,Realme,No,No,5,2021,Weekday,9.104868739033948,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1524,1533,OD121777252053241000,G6M2R12,2021-05-13,Uttar Pradesh,Unnao,Health & Personal Care Appliances,Health Care,3.7,1,1999.0,1999.0,12%,Tier 3,0,0,Smart,No,2nd Wave,5,2021,Weekday,7.6004023345004,Mid,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1525,1534,OD122198440468434000,G6M2R12,2021-07-01,Uttar Pradesh,Unnao,Audio & Video,Headphones,4.2,1,1099.0,1099.0,18%,Tier 3,0,0,boAt,No,No,7,2021,Weekday,7.002155954403621,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1526,1535,OD123020842697769000,G6M2R12,2021-10-04,Uttar Pradesh,Unnao,Mobiles & Accessories,Mobile Accessories,3.5,1,179.0,170.0,12%,Tier 3,6,0,B,Yes,2nd Wave,10,2021,Weekday,5.135798437050262,Beginning,Male,Accountant,Not Married,No,"Rs. 25,000 – 50,000",Credit Card,No,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,High,Low,Low,High,High,26,No,Tier_2,2,Yes
1527,1536,OD119981208230918000,G6M2R13,2020-10-17,Madhya Pradesh,Budni,Wearable Smart Devices,Smart Watches,4.1,1,2999.0,2999.0,18%,Tier 3,0,0,Realme,Yes,1st Wave,10,2020,Weekend,8.00603417874901,Mid,Male,Manager,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,No,sometimes but not consistent,Rarely,2,very often,High,Low,Low,High,Low,Low,Low,High,25,No,Tier_1,2,No
1528,1537,OD120145260236117000,G6M2R13,2020-11-05,Madhya Pradesh,Budni,Clothing and Accessories,Topwear,3.8,1,599.0,569.0,5%,Tier 3,6,0,Highlander,No,1st Wave,11,2020,Weekday,6.343880434126331,Beginning,Male,Manager,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,No,sometimes but not consistent,Rarely,2,very often,High,Low,Low,High,Low,Low,Low,High,25,No,Tier_1,2,No
1529,1538,OD120996672248877000,G6M2R13,2020-02-12,Uttar Pradesh,Kanpur,Mobiles & Accessories,Mobiles,4.3,1,19999.0,19999.0,18%,Tier_2,0,0,Realme,No,No,2,2020,Weekday,9.903437551286085,Mid,Male,Manager,Not Married,No,"Rs. 25,000 – 50,000",UPI,No,I have never tried.,No,sometimes but not consistent,Rarely,2,very often,High,Low,Low,High,Low,Low,Low,High,25,No,Tier_1,2,No
1530,1539,OD119262339327368000,G6M2R14,2020-07-26,Uttar Pradesh,Banda,Clothing and Accessories,Topwear,3.7,1,379.0,379.0,5%,Tier 3,0,0,Istyle,No,1st Wave,7,2020,Weekend,5.937536205082426,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1531,1540,OD119262355864985000,G6M2R14,2020-07-26,Uttar Pradesh,Banda,Clothing and Accessories,Topwear,4.2,1,399.0,399.0,5%,Tier 3,0,0,5,No,1st Wave,7,2020,Weekend,5.988961416889864,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1532,1541,OD119650749952661000,G6M2R14,2020-09-09,Uttar Pradesh,Banda,Home Furnishing,Bed Linen & Blankets,3.6,1,258.0,258.0,5%,Tier 3,0,0,Tanish,No,1st Wave,9,2020,Weekday,5.552959584921617,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1533,1542,OD119736229941080000,G6M2R14,2020-09-19,Uttar Pradesh,Banda,Mobiles & Accessories,Mobiles,4.2,1,10498.0,9448.0,18%,Tier 3,11,0,Samsung,Yes,1st Wave,9,2020,Weekend,9.153558357877198,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1534,1543,OD119795974522886000,G6M2R14,2020-09-26,Uttar Pradesh,Banda,Beauty and Grooming,Bath & Shower,4.6,1,211.0,211.0,18%,Tier 3,19,19,Fiama,No,1st Wave,9,2020,Weekend,5.351858133476067,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1535,1544,OD119922484361512000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Home Decor,Stickers & Wallpapers,4.2,1,84.0,84.0,18%,Tier 3,48,48,Aquire,Yes,No,10,2020,Weekend,4.430816798843313,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1536,1545,OD119922969507313000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Footwear,Women's Footwear,4.4,1,1198.0,1198.0,18%,Tier 3,0,0,Nike,Yes,No,10,2020,Weekend,7.088408778675395,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1537,1546,OD119925331398611000,G6M2R14,2020-10-11,Uttar Pradesh,Banda,Clothing and Accessories,Topwear,4.1,1,287.0,287.0,5%,Tier 3,14,14,Harpa,Yes,No,10,2020,Weekend,5.659482215759621,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1538,1547,OD119933943158019000,G6M2R14,2020-10-12,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,4.3,1,363.0,363.0,5%,Tier 3,12,12,People,No,No,10,2020,Weekday,5.8944028342648505,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1539,1548,OD119944315150760000,G6M2R14,2020-10-13,Uttar Pradesh,Banda,Computers,Laptop Accessories,4.1,1,176.0,176.0,18%,Tier 3,23,23,Zebronics,No,1st Wave,10,2020,Weekday,5.170483995038151,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1540,1549,OD119960434709562000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Audio & Video,Headphones,3.9,1,799.0,799.0,18%,Tier 3,0,0,boAt,No,1st Wave,10,2020,Weekday,6.683360945766275,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1541,1550,OD119963043111204000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Clothing and Accessories,Winter Wear,3.5,1,114.0,108.0,5%,Tier 3,41,36,Only,No,1st Wave,10,2020,Weekday,4.68213122712422,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1542,1551,OD119963073293066000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Clothing and Accessories,Winter Wear,4.2,1,245.0,208.0,5%,Tier 3,32,17,Provogue,No,1st Wave,10,2020,Weekday,5.337538079701318,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1543,1552,OD120015456153809000,G6M2R14,2020-10-21,Uttar Pradesh,Banda,Home Decor,"Diyas, Candles & Holders",3.9,1,219.0,219.0,12%,Tier 3,19,19,Flipkart,Yes,1st Wave,10,2020,Weekday,5.389071729816501,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1544,1553,OD120040861480548000,G6M2R14,2020-10-24,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,3.5,1,449.0,449.0,5%,Tier 3,0,0,VS3,No,1st Wave,10,2020,Weekend,6.1070228877422545,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1545,1554,OD120282484462579000,G6M2R14,2020-11-21,Uttar Pradesh,Banda,Clothing and Accessories,Bottomwear,3.1,1,799.0,799.0,5%,Tier 3,0,0,VS3,No,No,11,2020,Weekend,6.683360945766275,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1546,1555,OD120307819706181000,G6M2R14,2020-11-24,Uttar Pradesh,Banda,Footwear,Women's Footwear,3.9,1,384.0,384.0,5%,Tier 3,0,0,Elegandra,No,No,11,2020,Weekday,5.950642552587727,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1547,1556,OD120325270839000000,G6M2R14,2020-11-26,Uttar Pradesh,Banda,Footwear,Men's Footwear,4.2,1,999.0,999.0,5%,Tier 3,0,0,Bata,No,No,11,2020,Weekday,6.906754778648554,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1548,1557,OD120325290768610000,G6M2R14,2020-11-26,Uttar Pradesh,Banda,Footwear,Men's Footwear,4.0,1,499.0,499.0,5%,Tier 3,0,0,Zixer,No,No,11,2020,Weekday,6.212606095751519,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1549,1558,OD120521626505129000,G6M2R14,2020-12-19,Uttar Pradesh,Banda,Home & Kitchen,Home Appliances,4.1,1,1049.0,1049.0,18%,Tier 3,0,0,Orpat,No,No,12,2020,Weekend,6.955592608396297,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1550,1559,OD121594213846810000,G6M2R14,2021-04-22,Uttar Pradesh,Banda,Home Furnishing,Curtains & Accessories,4.2,1,449.0,449.0,5%,Tier 3,9,9,Home,No,2nd Wave,4,2021,Weekday,6.1070228877422545,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1551,1560,OD121644049680437000,G6M2R14,2021-04-28,Uttar Pradesh,Banda,Wearable Smart Devices,Smart Bands,4.3,1,2499.0,2499.0,18%,Tier 3,0,0,OnePlus,No,2nd Wave,4,2021,Weekday,7.823645930834952,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1552,1561,OD121851383975848000,G6M2R14,2021-05-22,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.8,1,266.0,252.0,5%,Tier 3,21,16,Anand,No,2nd Wave,5,2021,Weekend,5.529429087511423,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1553,1562,OD121851495126830000,G6M2R14,2021-05-22,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.9,1,375.0,356.0,5%,Tier 3,16,11,vaamsi,No,2nd Wave,5,2021,Weekend,5.87493073085203,End,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1554,1563,OD121793571309966000,G6M2R14,2021-05-15,Uttar Pradesh,Banda,Clothing and Accessories,Sarees and Saree Essentials,3.4,1,299.0,284.0,5%,Tier 3,19,14,Anand,No,2nd Wave,5,2021,Weekend,5.648974238161206,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1555,1564,OD121982209823786000,G6M2R14,2021-06-06,Uttar Pradesh,Banda,"Kitchen, Cookware & Serveware",Cookware,3.5,1,260.0,260.0,12%,Tier 3,0,0,Kitchen,No,No,6,2021,Weekend,5.560681631015528,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
